CSG_HOUSEKEY,Transaction_Type,Transaction_Date,Transaction_Result,Order__c,CSG_CABLE_SERV_STATUS,CSG_INTERNET_SERV_STATUS,CSG_PHONE_SERV_STATUS,CSG_SECURITY_SERV_STATUS,CSG_CABLE_SERV_DATE,CSG_INTERNET_SERV_DATE,CSG_PHONE_SERV_DATE,CSG_SECURITY_SERV_DATE,CSG_DROP_TYPE,CSG_VIDEO_TAP_STATUS,ELOC_CUSTOMFIELD1,JT_DBIG_CODE,CSG_DROP_STATUS,CSG_DWELL_TYPE,CSG_DWELL_CATEGORY,CSG_DWELL_SUBCATEGORY,CSG_HOUSE_STATUS,ELOC_ESLAM_PLG,HBB_COUNT,PBB_COUNT,MIP_TOTAL_EST_QB_COAX,MIP_TOTAL_BUSINESSES_IN_SMB,COSTAR_PROPERTY_TYPE,COSTAR_PROPERTY_SUBTYPE,COSTAR_MALL,COSTAR_RENTABLE_BUILDING_AREA,COSTAR_TYPICAL_FLOOR_SIZE,COSTAR_NUMBER_OF_STORIES,COSTAR_YEAR_BUILT,YEAR_RENOVATED,COSTAR_TENANTS,TAP_DROP_TYPE,TAP_NUM_PORTS,MIP_BUILDING_LAT_LONG_CODE,IQ_ROUTE_COST_COAX,MIP_BUILDING_TYPE,MIP_IN_PROBUILD,BLDG_CABLE_SERV_STATUS,BLDG_INTERNET_SERV_STATUS,BLDG_PHONE_SERV_STATUS,BLDG_SECURITY_SERV_STATUS,BLDG_DROPSTATUS,Master_HKSvc,Master_BldgBilling,Master_HKSvcPost12_22_13,Master_ResiHK,Master_RecentRTISurvey,Master_BldgService,Master_RecentRTIPIV,Master_ValidECF1Const,Master_PlantNearParcel,Master_JTConstruction,Const_RecentDOIFNoConst,Const_ConstSurveyNoConst,Const_U32PIVNoConst,Const_FiberOnlyBldg,Const_HouseStatusMY,Const_HouseStatusMZ,Const_NeverSvcBldg,Green_ActiveSuiteCoax,Green_ActiveSuiteMultiPlusVideo,Green_SvcResiHK,Green_SuiteBilling,Green_ProBuildConstWithROE,Green_AerialDrop150Ft,Green_PlantOnParcel,PIV_SuiteFiber,PIV_SuiteMultiNoVideo,PIV_SuiteNonStandardSurvey,PIV_ProBuildConstNoROE,PIV_NeverSvcSuite,PIV_PLG,PIV_RFOG,PIV_LargeSingleTenant,PIV_LargeMultiTenant,PIV_MallSuiteNoRTI,PIV_HardDisco
7.71E+13,DOIF,1/10/2018,Construction Issue,a0V1H00000E3OnkUAF,S,S,S,S,4/17/2017,4/17/2017,4/17/2017,4/17/2017,COAX,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,12,10,Office,,0,67145,22382,3,1973,2016,1,NULL,NULL,CoStar,4259.63,COMMERCIAL,0,3,3,3,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,8/15/2018,Complete,a0V1H00000FzDPYUA3,S,S,S,S,4/13/2011,4/13/2011,4/13/2011,1/7/2016,COAX ,3,CS2707899,NULL,3,CM,COMMERCIAL,BUSINESS,G2, ,0,1,76,60,Office,,0,379335,21074,18,1982,0,1,NULL,NULL,Costar,903.51,COMMERCIAL,0,64,65,65,64,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7.71E+13,Install,8/15/2018,Complete,a0V1H00000FuO2lUAF,S,S,S,S,7/10/2009,7/10/2009,7/10/2009,1/7/2016,COAX ,0, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,1,0,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,247.53,COMMERCIAL,0,2,2,2,2,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7.71E+13,DOIF,12/27/2017,Construction Issue,a0V1H00000BPUixUAH,S,S,S,S,5/6/2014,5/6/2014,5/6/2014,1/7/2016,COAX ,1,E05003349,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,0,134,96,Retail,,0,328123,0,0,1970,0,1,NULL,NULL,CoStar,8256.74,COMMERCIAL,0,37,38,38,37,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,8/15/2018,Complete,a0V1H00000FuMxxUAF,S,S,S,S,10/22/2013,10/22/2013,10/22/2013,1/7/2016,COAX ,1,CS6091204,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,30,24,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Costar,3463.47,COMMERCIAL,0,36,36,36,36,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7.71E+13,Install,8/15/2018,Complete,a0V1H00000FuJAvUAN,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,14,7,Office,,0,139724,19313,6,1972,2001,1,NULL,NULL,Costar,2205.41,COMMERCIAL,0,17,17,17,17,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E0jTbUAJ,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,0,CS3010331,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,64,60,Office,,0,87589,12547,6,1981,0,1,NULL,NULL,CoStar,1529.87,COMMERCIAL,0,74,74,74,74,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000DOJhDUAX,S,S,S,S,11/6/2017,11/6/2017,11/6/2017,11/6/2017,MULTI,0,H11065396,NULL,1,CM,COMMERCIAL,BUSINESS,E2, ,0,1,144,103,Office,,0,980472,21314,46,1984,1996,1,NULL,NULL,CoStar,660.53,COMMERCIAL,0,176,178,178,177,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E19n2UAB,S,S,S,S,10/11/2010,10/11/2010,10/11/2010,1/7/2016,COAX ,1,5156C1,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,2,2,Retail,,1,16075,16075,1,1985,0,1,NULL,NULL,CoStar,2009.14,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000E0gw1UAB,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,1,CS231736,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,39,36,Office,,0,90123,22530,4,1982,2003,2,NULL,NULL,CoStar,1352.67,COMMERCIAL,0,59,59,59,59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/22/2017,Construction Issue,a0V1H00000E2MXlUAN,S,S,S,S,8/9/2000,3/16/2007,3/16/2007,1/7/2016,COAX ,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,S2, ,0,2,2,2,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,5335.18,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/15/2017,Construction Issue,a0V1H00000DMj4AUAT,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,0,H11063039,NULL,0,CM,COMMERCIAL,BUSINESS,NR, ,0,1,1,1,Retail,,0,3301,0,0,2000,0,1,NULL,NULL,CoStar,51.8,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,8/15/2018,Complete,a0V1H00000FuIrDUAV,S,S,S,S,7/25/2013,7/25/2013,7/25/2013,1/7/2016,COAX ,2,CS6315655,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,12,12,Office,,0,18500,9250,2,1985,0,1,NULL,NULL,Costar,50.03,COMMERCIAL,0,15,15,15,15,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7.71E+13,Install,8/15/2018,Complete,a0V1H00000G1LAyUAN,S,S,S,S,6/9/2008,6/9/2008,6/9/2008,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,81,78,Office,,0,57981,8283,6,1975,2009,1,NULL,NULL,Costar,707.66,COMMERCIAL,0,100,100,100,100,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7.71E+13,Install,12/5/2017,Complete,a0V1H00000DOTSTUA5,N,N,N,N,9/21/2017,9/21/2017,9/21/2017,9/21/2017,COAX ,1,H11058258,NULL,1,ZA,COMMERCIAL,UNDER_CONSTRUCTION,S2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,1901.83,COMMERCIAL,1,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,8/15/2018,Complete,a0V1H00000G137wUAB,S,S,S,S,9/14/2011,9/14/2011,9/14/2011,1/7/2016,COAX ,0,CS3963914,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,29,26,Office,,0,110255,26926,4,1981,0,1,NULL,NULL,Costar,1478.92,COMMERCIAL,0,31,31,31,31,1,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7.71E+13,DOIF,12/5/2017,Construction Issue,a0V1H00000DLqR7UAL,S,S,S,S,10/23/2017,10/23/2017,10/23/2017,10/23/2017,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,1,15,12,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,10574.91,COMMERCIAL,0,41,41,41,41,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/22/2017,Construction Issue,a0V1H00000E26CKUAZ,S,S,S,S,7/27/1998,3/16/2007,3/16/2007,1/7/2016,COAX,3, ,NULL,3,NB,RESIDENTIAL,APARTMENT,S2, ,NULL,NULL,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,1873.06,MDU,0,178,181,181,178,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,8/15/2018,Complete,a0V1H00000G1Ud8UAF,S,S,S,S,4/27/2015,4/27/2015,4/27/2015,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,6,6,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S5HPNTSCZA,3890.25,COMMERCIAL,0,5,5,5,5,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1NXvUAN,S,S,S,S,8/12/2015,8/12/2015,8/12/2015,1/7/2016,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,S2,PLGC0917,0,3,49,40,Office,,0,66267,33133,2,1979,1989,1,NULL,NULL,CoStar,2374.76,COMMERCIAL,0,51,51,51,51,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E0sniUAB,S,S,S,S,3/26/2002,3/16/2007,3/16/2007,1/7/2016,COAX,3, ,NULL,3,NB,RESIDENTIAL,APARTMENT,G2, ,NULL,NULL,4,4,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,5187.2,MDU,0,100,101,101,100,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/21/2017,Construction Issue,a0V1H00000E2P3jUAF,S,S,S,S,6/12/2017,6/12/2017,6/12/2017,6/12/2017,FIBER,0,H06057760,NULL,0,CM,COMMERCIAL,BUSINESS,E2, ,0,0,1,1,Industrial,Warehouse,0,441000,441000,1,2015,0,1,NULL,NULL,CoStar,34824.17,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/14/2017,Construction Issue,a0V1200000BOloeEAD,S,S,S,S,1/13/2015,1/13/2015,1/13/2015,1/7/2016,COAX ,0, ,NULL,3,CM,COMMERCIAL,BUSINESS,S2, ,0,1,1,1,Industrial,Warehouse,0,77987,77987,1,2015,0,1,NULL,NULL,CoStar,188.43,COMMERCIAL,0,1,1,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1FfgUAF,S,S,S,S,3/30/2011,3/30/2011,3/30/2011,1/7/2016,COAX ,3, ,NULL,3,CM,COMMERCIAL,BUSINESS,S2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,5155.85,COMMERCIAL,0,1,1,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,8/24/2018,Construction Issue,a0V1H00000G0k6NUAR,S,S,S,S,8/10/2018,8/10/2018,8/10/2018,8/10/2018,COAX ,0, ,NULL,0,CM,COMMERCIAL,BUSINESS,G2, ,0,0,1,1,Industrial,Warehouse,0,153145,153145,1,2002,0,1,NULL,NULL,Costar,7097.05,COMMERCIAL,0,1,1,1,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
7.71E+13,Install,1/17/2018,Complete,a0V1200000BkPVoEAN,S,S,S,S,8/9/2012,8/9/2012,8/9/2012,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,13,10,Retail,,0,25200,25200,1,2004,0,1,NULL,NULL,CoStar,47.94,COMMERCIAL,0,17,17,17,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/21/2017,Construction Issue,a0V1H00000E2hg7UAB,S,S,S,S,5/16/2017,5/16/2017,5/16/2017,5/16/2017,COAX ,0,H05049990,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,2,2,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,105.71,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1DzLUAV,S,S,S,S,11/16/2011,11/16/2011,11/16/2011,1/7/2016,COAX ,1,CS4270091,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,4,4,Industrial,Warehouse,0,15800,15800,1,1983,0,1,NULL,NULL,CoStar,1775.87,COMMERCIAL,0,9,9,9,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000E1AvkUAF,S,S,S,S,11/13/2015,11/13/2015,11/13/2015,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,52.78,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E0spoUAB,S,S,S,S,9/29/2006,3/16/2007,3/16/2007,1/7/2016,COAX ,2, ,NULL,2,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,6,6,Office,,0,6000,6000,1,2005,0,1,NULL,NULL,CoStar,583.61,COMMERCIAL,0,6,6,6,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1JIlUAN,S,S,S,S,7/20/2017,7/20/2017,7/20/2017,7/20/2017,COAX,0,H07054267,NULL,0,CM,COMMERCIAL,BUSINESS,G2, ,0,2,3,3,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,490.89,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1JIlUAN,S,S,S,S,7/20/2017,7/20/2017,7/20/2017,7/20/2017,COAX,3, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,3,3,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,490.89,COMMERCIAL,0,2,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E0oMsUAJ,S,S,S,S,11/20/2015,11/20/2015,11/20/2015,1/7/2016,COAX ,0,F12022155,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,15,11,Retail,,0,5648,5648,1,1984,0,1,NULL,NULL,CoStar,1786.85,COMMERCIAL,0,13,13,13,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E0oMsUAJ,S,S,S,S,11/20/2015,11/20/2015,11/20/2015,1/7/2016,COAX ,0,F12022155,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,15,11,Retail,,0,5648,5648,1,1984,0,1,NULL,NULL,CoStar,1786.85,COMMERCIAL,0,13,13,13,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/5/2017,Complete,a0V1H00000DOdiDUAT,S,S,S,S,12/10/2012,12/10/2012,12/10/2012,1/7/2016,COAX ,0,CS5119289,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,15,11,Retail,,0,5648,5648,1,1984,0,1,NULL,NULL,CoStar,1786.85,COMMERCIAL,0,13,13,13,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,DOIF,12/12/2017,Construction Issue,a0V1H00000DNnPBUA1,S,S,S,S,9/18/2017,9/18/2017,9/18/2017,9/18/2017,COAX ,0,H11021454,NULL,0,CM,COMMERCIAL,BUSINESS,G2,PLG0917,0,1,1,1,Retail,Service Station,0,2261,2261,1,1978,0,1,NULL,NULL,CoStar,78.59,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7.71E+13,Install,12/6/2017,Complete,a0V1H00000E1KepUAF,S,S,S,S,6/26/2014,6/26/2014,6/26/2014,1/7/2016,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,30,28,Office,,0,48000,16000,3,1985,0,1,NULL,NULL,CoStar,2871.21,COMMERCIAL,0,31,31,31,31,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
