CSG_HOUSEKEY,Transaction_Type,Transaction_Date,Transaction_Result,Order__c,CSG_CABLE_SERV_STATUS,CSG_INTERNET_SERV_STATUS,CSG_PHONE_SERV_STATUS,CSG_SECURITY_SERV_STATUS,CSG_CABLE_SERV_DATE,CSG_INTERNET_SERV_DATE,CSG_PHONE_SERV_DATE,CSG_SECURITY_SERV_DATE,CSG_DROP_TYPE,CSG_VIDEO_TAP_STATUS,ELOC_CUSTOMFIELD1,JT_DBIG_CODE,CSG_DROP_STATUS,CSG_DWELL_TYPE,CSG_DWELL_CATEGORY,CSG_DWELL_SUBCATEGORY,CSG_HOUSE_STATUS,ELOC_ESLAM_PLG,HBB_COUNT,PBB_COUNT,MIP_TOTAL_EST_QB_COAX,MIP_TOTAL_BUSINESSES_IN_SMB,COSTAR_PROPERTY_TYPE,COSTAR_PROPERTY_SUBTYPE,COSTAR_MALL,COSTAR_RENTABLE_BUILDING_AREA,COSTAR_TYPICAL_FLOOR_SIZE,COSTAR_NUMBER_OF_STORIES,COSTAR_YEAR_BUILT,YEAR_RENOVATED,COSTAR_TENANTS,TAP_DROP_TYPE,TAP_NUM_PORTS,MIP_BUILDING_LAT_LONG_CODE,IQ_ROUTE_COST_COAX,MIP_BUILDING_TYPE,MIP_IN_PROBUILD,BLDG_CABLE_SERV_STATUS,BLDG_INTERNET_SERV_STATUS,BLDG_PHONE_SERV_STATUS,BLDG_SECURITY_SERV_STATUS,BLDG_DROPSTATUS,Master_HKSvc,Master_BldgBilling,Master_HKSvcPost12_22_13,Master_ResiHK,Master_RecentRTISurvey,Master_BldgService,Master_RecentRTIPIV,Master_ValidECF1Const,Master_PlantNearParcel,Master_JTConstruction,Const_RecentDOIFNoConst,Const_ConstSurveyNoConst,Const_U32PIVNoConst,Const_FiberOnlyBldg,Const_HouseStatusMY,Const_HouseStatusMZ,Const_NeverSvcBldg,Green_ActiveSuiteCoax,Green_ActiveSuiteMultiPlusVideo,Green_SvcResiHK,Green_SuiteBilling,Green_ProBuildConstWithROE,Green_AerialDrop150Ft,Green_PlantOnParcel,PIV_SuiteFiber,PIV_SuiteMultiNoVideo,PIV_SuiteNonStandardSurvey,PIV_ProBuildConstNoROE,PIV_NeverSvcSuite,PIV_PLG,PIV_RFOG,PIV_LargeSingleTenant,PIV_LargeMultiTenant,PIV_MallSuiteNoRTI,PIV_HardDisco
9.46E+13,DOIF,1/11/2018,Construction Issue,a0V1H00000E3ViHUAV,S,S,S,S,8/20/2013,8/20/2013,8/20/2013,2/24/2017,COAX,1,D05114172,NULL,1,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,58,52,Office,,0,93900,10433,9,1965,1990,1,NULL,NULL,CoStar,5862.03,COMMERCIAL,0,75,75,75,75,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.46E+13,Install,12/6/2017,Complete,a0V1H00000DObNIUA1,S,S,S,S,1/21/2016,1/21/2016,1/21/2016,2/24/2017,COAX ,0, ,NULL,3,CL,COMMERCIAL,BUSINESS,G2, ,0,0,4,1,Specialty,Schools,0,25000,12500,2,1970,0,2,NULL,NULL,CoStar,11588.13,COMMERCIAL,0,11,12,12,12,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.46E+13,DOIF,1/15/2018,Construction Issue,a0V1H00000E2v8nUAB,S,S,S,S,9/13/2017,9/13/2017,9/13/2017,9/13/2017,COAX ,0,H06250599,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,2,2,2,Industrial,Warehouse,0,27511,27511,1,1987,0,1,NULL,NULL,CoStar,23828.38,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.46E+13,DOIF,2/8/2019,Construction Issue,a0V1H00000FopK0UAJ,S,S,S,S,4/27/2016,4/27/2016,4/27/2016,2/24/2017,COAX ,0,D06114402,NULL,0,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,2,2,Industrial,Warehouse,0,271247,90415,3,1929,0,6,NULL,NULL,Costar,1730.79,COMMERCIAL,0,4,4,4,4,3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
9.47E+13,DOIF,4/10/2018,Construction Issue,a0V1H00000FKnuVUAT,S,S,S,S,10/3/2017,10/3/2017,10/3/2017,10/3/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,0,12,7,Retail,Storefront Retail/Office,0,21643,10821,3,1923,2009,1,NULL,NULL,CoStar,727.45,COMMERCIAL,0,16,16,16,16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,Install,12/5/2017,Complete,a0V1H00000E1GGcUAN,S,S,S,S,10/26/2012,10/26/2012,10/26/2012,2/14/2017,COAX ,1,C10110055,NULL,1,CP,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S7HPNTSCZA,17054.88,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,12/5/2017,Construction Issue,a0V1H00000E0ciOUAR,S,S,S,S,9/4/2015,9/4/2015,9/4/2015,2/14/2017,COAX ,0,F06218190,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,Freestanding,0,18606,9303,2,1986,0,1,NULL,NULL,CoStar,945.45,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,12/7/2017,Construction Issue,a0V1H00000E0ciOUAR,S,S,S,S,9/4/2015,9/4/2015,9/4/2015,2/14/2017,COAX ,0,F06218190,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Retail,Freestanding,0,18606,9303,2,1986,0,1,NULL,NULL,CoStar,945.45,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,1/4/2018,Construction Issue,a0V1H00000E3Tv8UAF,S,S,S,S,11/29/2017,11/29/2017,11/29/2017,11/29/2017,COAX ,0,H03245191,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,0,1,1,Retail,Restaurant,0,3984,2386,2,1928,2012,1,NULL,NULL,CoStar,137.9,COMMERCIAL,0,1,1,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000DOgBtUAL,S,S,S,S,8/9/2016,8/9/2016,8/9/2016,2/13/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,33,32,Office,,0,4805,4805,1,1977,0,1,NULL,NULL,CoStar,6030.02,COMMERCIAL,0,496,499,499,499,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000DOgJTUA1,S,S,S,S,8/9/2016,8/9/2016,8/9/2016,2/13/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,33,32,Office,,0,4805,4805,1,1977,0,1,NULL,NULL,CoStar,6030.02,COMMERCIAL,0,496,499,499,499,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000DOgMmUAL,S,S,S,S,8/9/2016,8/9/2016,8/9/2016,2/13/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,33,32,Office,,0,4805,4805,1,1977,0,1,NULL,NULL,CoStar,6030.02,COMMERCIAL,0,496,499,499,499,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,2/1/2018,Construction Issue,a0V1H00000DOgBtUAL,S,S,S,S,8/9/2016,8/9/2016,8/9/2016,2/13/2017,COAX,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,32,31,Office,,0,4805,4805,1,1977,0,1,NULL,NULL,CoStar,6030.02,COMMERCIAL,0,498,501,501,501,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,DOIF,12/5/2017,Construction Issue,a0V1H00000DNnxjUAD,S,S,S,S,5/20/2010,5/20/2010,5/20/2010,2/14/2017,COAX ,1, ,NULL,1,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,1,1,Industrial,,0,18315,9157,2,1950,0,1,NULL,NULL,CoStar,907.26,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.47E+13,Install,12/6/2017,Complete,a0V1H00000E0Z8NUAV,S,S,S,S,5/1/2015,5/1/2015,5/1/2015,2/14/2017,COAX ,0,F05215810,NULL,0,CL,COMMERCIAL,BUSINESS,G2, ,0,0,9,9,Office,,0,25652,12826,2,1930,0,1,NULL,NULL,CoStar,989.66,COMMERCIAL,0,20,20,20,20,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.48E+13,DOIF,2/1/2018,Construction Issue,a0V1H00000EqD5bUAF,S,S,S,S,12/19/2013,12/19/2013,12/19/2013,2/25/2017,FIBER,0, ,NULL,2,CP,COMMERCIAL,BUSINESS,E2, ,0,2,2,2,Industrial,Warehouse,0,12800,12800,1,1980,0,1,NULL,NULL,CoStar,56459.27,COMMERCIAL,0,1,1,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.48E+13,DOIF,4/25/2018,Construction Issue,a0V1H00000FNKNAUA5,S,S,S,S,5/17/2007,5/17/2007,8/8/2007,2/16/2017,COAX ,3, ,NULL,3,CP,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Office,,0,470,470,1,0,0,1,NULL,NULL,CoStar,540.88,COMMERCIAL,0,1,1,1,1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.48E+13,Install,12/6/2017,Complete,a0V1H00000E0rbHUAR,S,S,S,S,12/18/2009,12/18/2009,12/18/2009,2/26/2017,COAX ,0, ,NULL,0,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,8,49,45,Office,,0,22850,22850,1,1988,0,1,NULL,NULL,CoStar,2996.34,COMMERCIAL,0,64,64,64,64,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1H00000E10lMUAR,S,S,S,N,7/13/2012,7/13/2012,7/13/2012,1/26/2016,COAX ,0,C07106709,NULL,3,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,2,10,10,Office,,0,16695,8348,2,0,0,1,NULL,NULL,CoStar,1685.88,COMMERCIAL,0,11,11,11,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,12/6/2017,Construction Issue,a0V1H00000DNwu4UAD,S,S,S,S,9/18/2017,9/18/2017,9/18/2017,9/18/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,9,9,Industrial,Service,0,10893,10893,1,0,0,3,NULL,NULL,CoStar,288.99,COMMERCIAL,1,11,11,11,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1H00000DOTXnUAP,S,S,S,N,6/23/2012,6/23/2012,6/23/2012,1/26/2016,COAX ,1,E01202081,NULL,1,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,1,1,Industrial,Service,0,5358,5358,1,1967,0,1,NULL,NULL,CoStar,1259.62,COMMERCIAL,0,2,2,2,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,1/19/2018,Complete,a0V1H00000E49RGUAZ,S,S,S,S,10/22/2008,10/22/2008,10/22/2008,2/26/2017,COAX ,1,809BSTO,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Industrial,Service,0,7200,7200,1,1973,0,1,NULL,NULL,CoStar,471.73,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1H00000E1NaHUAV,S,S,S,S,7/18/2000,8/13/2005,3/27/2006,1/26/2016,COAX ,1, ,NULL,1,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,1,0,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,1030.77,RESIDENTIAL,0,1,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1H00000E1NaHUAV,N,S,S,S,9/20/2014,9/27/2012,9/27/2012,3/14/2017,COAX ,0, ,NULL,1,HA,COMMERCIAL,BUSINESS,GN, ,1,0,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,1030.77,RESIDENTIAL,0,1,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,1/19/2018,Complete,a0V1H00000E2vzQUAR,S,S,S,S,2/17/2014,2/17/2014,2/17/2014,2/26/2017,COAX ,0,E02203091,NULL,0,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,97,93,Office,,0,18083,18083,1,1972,0,6,NULL,NULL,CoStar,1796.79,COMMERCIAL,0,161,161,161,124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,1/10/2018,Construction Issue,a0V1H00000E3anDUAR,S,S,S,S,2/17/2014,2/17/2014,2/17/2014,2/26/2017,COAX ,0, ,NULL,0,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,96,92,Office,,0,18083,18083,1,1972,0,6,NULL,NULL,CoStar,1796.79,COMMERCIAL,0,161,161,161,124,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1H00000DORnnUAH,S,S,S,N,1/12/2011,1/12/2011,1/12/2011,1/26/2016,COAX ,1,B0118750,NULL,1,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,56,49,Office,,0,64221,10703,6,1985,0,1,NULL,NULL,CoStar,6239.53,COMMERCIAL,0,71,71,71,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1H00000DORnnUAH,S,S,S,N,1/12/2011,1/12/2011,1/12/2011,1/26/2016,COAX ,3,B0118750,NULL,1,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,NULL,NULL,56,49,Office,,0,64221,10703,6,1985,0,1,NULL,NULL,CoStar,6239.53,COMMERCIAL,0,71,71,71,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,1/20/2018,Construction Issue,a0V1H00000E3i19UAB,S,S,S,S,9/20/2017,9/20/2017,9/20/2017,9/20/2017,COAX ,0, ,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLG0917,0,1,13,5,Office,Medical,0,164551,28473,5,1985,0,1,NULL,NULL,CoStar,0,COMMERCIAL,0,38,39,40,10,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,1/10/2018,Construction Issue,a0V1H00000E2et7UAB,S,S,S,N,2/13/2017,2/13/2017,2/13/2017,11/21/2016,COAX ,0,G11240217,NULL,0,CL,COMMERCIAL,BUSINESS,G2,PLGC0917,0,1,11,8,Office,Medical,0,18000,14534,2,1967,0,1,NULL,NULL,CoStar,995.88,COMMERCIAL,0,12,12,12,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/5/2017,Complete,a0V1H00000E0ri3UAB,S,S,S,S,5/20/2011,5/20/2011,5/20/2011,2/15/2017,COAX ,0,F0522253,NULL,1,CP,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Multi-Family,Apartments,0,200000,141586,4,2018,0,1,NULL,NULL,CoStar,3855.76,COMMERCIAL,0,41,41,41,41,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,1/5/2018,Construction Issue,a0V1H00000E3KEzUAN,S,S,S,S,2/23/1992,8/13/2005,8/8/2007,2/25/2017,COAX ,1, ,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,7,28,27,Office,,0,20250,21750,2,1988,0,3,NULL,NULL,CoStar,39.01,COMMERCIAL,0,27,27,28,26,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,1/4/2018,Construction Issue,a0V1H00000E2vVfUAJ,N,N,N,N,7/9/2013,7/9/2013,7/9/2013,1/26/2016,COAX ,0,D07114939,NULL,0,CP,COMMERCIAL,BUSINESS,G2,PLGC0917,0,0,14,13,Flex,Showroom,0,40485,40485,1,1987,0,1,NULL,NULL,CoStar,2628.05,COMMERCIAL,0,14,14,14,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/5/2017,Complete,a0V1H00000E17d4UAB,S,S,S,S,10/20/2008,10/20/2008,10/2/2010,2/15/2017,COAX ,1, ,NULL,1,CL,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,Industrial,Warehouse,0,11106,11106,1,2000,0,1,NULL,NULL,CoStar,1552.47,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,DOIF,12/28/2017,Construction Issue,a0V1H00000E2g5hUAB,S,S,S,S,1/25/2000,8/13/2005,8/8/2007,2/23/2017,COAX ,3,801N11191,NULL,1,CM,COMMERCIAL,BUSINESS,G2, ,0,0,1,0,Retail,Storefront,0,21835,21835,1,1978,0,1,NULL,NULL,CoStar,534.15,COMMERCIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/5/2017,Complete,a0V1H00000DOQaPUAX,S,S,S,S,4/12/1999,8/13/2005,3/28/2006,1/26/2016,COAX ,1, ,NULL,1,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,0,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,237.01,RESIDENTIAL,0,1,1,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/6/2017,Complete,a0V1200000B9KHyEAN,N,N,N,N,5/8/2017,5/8/2017,5/8/2017,5/8/2017,COAX ,0,H05248862,NULL,0,CP,COMMERCIAL,BUSINESS,G2, ,0,1,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,0,COMMERCIAL,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9.49E+13,Install,12/5/2017,Complete,a0V1H00000E1EGMUA3,S,S,S,S,10/13/1999,8/13/2005,3/27/2006,1/26/2016,COAX ,2, ,NULL,2,AA,RESIDENTIAL,SINGLE FAMILY,G2, ,1,0,1,1,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,S8HPNTSCZA,192.47,RESIDENTIAL,0,1,2,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
